catalog_sku,id_product,catalog_desc,similar_desc,catalog_preco_medio,preco_medio,catalog_categoria,categoria,catalog_marca,marca,catalog_cor,cor,catalog_atributo_1,atributo_1,catalog_atributo_2,atributo_2,catalog_atributo_3,atributo_3,catalog_atributo_4,atributo_4,catalog_atributo_5,atributo_5,catalog_atributo_6,atributo_6
7898602825663,19146098,GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER ILHEUS PREMIUM ESPRESSO MOVEIS,GUARDA ROUPA CLOSET MODULADO BARCELONA DEMOLICAO,1407.02,600.43,GUARDA-ROUPAS,GUARDA ROUPAS,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO
7898602825663,31433812,GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER ILHEUS PREMIUM ESPRESSO MOVEIS,GUARDA ROUPA CLOSET MODULADO PARIS DEMOLICAO,1407.02,667.78,GUARDA-ROUPAS,GUARDA ROUPAS,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO
7898602825663,56079356,GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER ILHEUS PREMIUM ESPRESSO MOVEIS,GUARDA ROUPA CASAL CLOSET ABERTO NICHOS BARCELONA PR DEMOLIC,1407.02,551.06,GUARDA-ROUPAS,GUARDA ROUPAS,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO
7898602825663,59899899,GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER ILHEUS PREMIUM ESPRESSO MOVEIS,GUARDA ROUPA CLOSET MODULADO BARCELONA CASAL DEMOLICAO ARTEFAMOL,1407.02,702.04,GUARDA-ROUPAS,GUARDA ROUPAS,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO
7898602825663,69756944,GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER ILHEUS PREMIUM ESPRESSO MOVEIS,GUARDA ROUPA CASAL ATTORE E COMODA ATRIA AMENDOLA DEMARTEZ,1407.02,1430.12,GUARDA-ROUPAS,GUARDA ROUPAS,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO
7898602825663,72135557,GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER ILHEUS PREMIUM ESPRESSO MOVEIS,GUARDA ROUPA CASAL 3 PORTAS 100 MDF LONDON YESCASA,1407.02,1418.33,GUARDA-ROUPAS,GUARDA ROUPAS,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,3
7898602825663,74558908,GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER ILHEUS PREMIUM ESPRESSO MOVEIS,GUARDA ROUPA CASAL 3 PORTAS ATENAS YESCASA,1407.02,513.89,GUARDA-ROUPAS,GUARDA ROUPAS,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,3
7898602825663,76023630,GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER ILHEUS PREMIUM ESPRESSO MOVEIS,GUARDA ROUPA CLOSET MODULADO BADORC DEMOLICAO,1407.02,736.15,GUARDA-ROUPAS,GUARDA ROUPAS,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO
7898602825663,77328728,GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER ILHEUS PREMIUM ESPRESSO MOVEIS,GUARDA ROUPA CASAL 3 PORTAS 100 MDF LONDON YESCASA NOGAL,1407.02,1570.49,GUARDA-ROUPAS,GUARDA ROUPAS,não informado,YESCASA,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,3
7898602825663,132007869,GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER ILHEUS PREMIUM ESPRESSO MOVEIS,GUARDA ROUPA CLOSET CASAL DE FERRO BARCELONA ARTEFAMOL,1407.02,677.05,GUARDA-ROUPAS,GUARDA ROUPAS,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,FERRO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO,não informado,NAO INFORMADO
7899001713445,44822553,GUARDA-ROUPA CASAL 6 PORTAS 2 GAVETAS PARIS ESPRESSO MOVEIS,GUARDA ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER 6 GAVETAS SPAZIO GLASS ESPRESSO MOVEIS BRANCO,1599.98,1640.65,GUARDA-ROUPAS,GUARDA ROUPAS,novo horizonte,MOVEIS BRANCO,marrom,MARROM,sim,SIM,mdf,NAO INFORMADO,não informado,NAO INFORMADO,"236,4 cm x 208,2 cm x 55,5 cm",NAO INFORMADO,6,6,3,3
7899001713445,91077466,GUARDA-ROUPA CASAL 6 PORTAS 2 GAVETAS PARIS ESPRESSO MOVEIS,GUARDA ROUPA CASAL COM ESPELHO 3 PORTAS 6 GAVETAS MILANO ESPRESSO MOVEIS,1599.98,1783.33,GUARDA-ROUPAS,GUARDA ROUPAS,novo horizonte,NAO INFORMADO,marrom,MARROM,sim,SIM,mdf,NAO INFORMADO,não informado,NAO INFORMADO,"236,4 cm x 208,2 cm x 55,5 cm",NAO INFORMADO,6,6,3,3
7899001713445,91124013,GUARDA-ROUPA CASAL 6 PORTAS 2 GAVETAS PARIS ESPRESSO MOVEIS,GUARDA ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER 6 GAVETAS 2705CM SPAZIO GLASS ESPRESSO MOVEIS,1599.98,1730.03,GUARDA-ROUPAS,GUARDA ROUPAS,novo horizonte,SPAZIO GLASS,marrom,MARROM,sim,SIM,mdf,NAO INFORMADO,não informado,NAO INFORMADO,"236,4 cm x 208,2 cm x 55,5 cm",NAO INFORMADO,6,6,3,3
7899001713445,92366684,GUARDA-ROUPA CASAL 6 PORTAS 2 GAVETAS PARIS ESPRESSO MOVEIS,GUARDA ROUPA CASAL COM ESPELHO 3 PORTAS 6 GAVETAS BERGAMO ESPRESSO MOVEIS,1599.98,2692.1,GUARDA-ROUPAS,GUARDA ROUPAS,novo horizonte,MOVEIS,marrom,MARROM,sim,SIM,mdf,NAO INFORMADO,não informado,NAO INFORMADO,"236,4 cm x 208,2 cm x 55,5 cm",NAO INFORMADO,6,6,3,3
7899001713445,98033090,GUARDA-ROUPA CASAL 6 PORTAS 2 GAVETAS PARIS ESPRESSO MOVEIS,GUARDA ROUPA CASAL 3 PORTAS 6 GAV ESPELHO SPAZZIO NOVO HORIZONTE CACAU,1599.98,1802.0,GUARDA-ROUPAS,GUARDA ROUPAS,novo horizonte,NAO INFORMADO,marrom,MARROM,sim,SIM,mdf,NAO INFORMADO,não informado,NAO INFORMADO,"236,4 cm x 208,2 cm x 55,5 cm",NAO INFORMADO,6,6,3,3
7899001713445,99336959,GUARDA-ROUPA CASAL 6 PORTAS 2 GAVETAS PARIS ESPRESSO MOVEIS,GUARDA ROUPA COM ESPELHO CASAL 3 PORTAS 6 GAVETAS 100 MDF MIAMI,1599.98,1661.32,GUARDA-ROUPAS,GUARDA ROUPAS,novo horizonte,NAO INFORMADO,marrom,NAO INFORMADO,sim,SIM,mdf,MDF,não informado,NAO INFORMADO,"236,4 cm x 208,2 cm x 55,5 cm",NAO INFORMADO,6,6,3,3
7899001713445,107212726,GUARDA-ROUPA CASAL 6 PORTAS 2 GAVETAS PARIS ESPRESSO MOVEIS,GUARDA ROUPA CASAL COM ESPELHO 3 PORTAS 6 GAVETAS NAPOLI ESPRESSO MOVEIS,1599.98,1847.97,GUARDA-ROUPAS,GUARDA ROUPAS,novo horizonte,NAO INFORMADO,marrom,MARROM,sim,SIM,mdf,NAO INFORMADO,não informado,NAO INFORMADO,"236,4 cm x 208,2 cm x 55,5 cm",NAO INFORMADO,6,6,3,3
7899001713445,115959498,GUARDA-ROUPA CASAL 6 PORTAS 2 GAVETAS PARIS ESPRESSO MOVEIS,GUARDA ROUPA CASAL COM ESPELHO 3 PORTAS 6 GAVETAS MEDELIM NOVO HORIZONTE CORCUMARU FENDI,1599.98,1839.01,GUARDA-ROUPAS,GUARDA ROUPAS,novo horizonte,NAO INFORMADO,marrom,MARROM,sim,SIM,mdf,MEDELIM,não informado,NAO INFORMADO,"236,4 cm x 208,2 cm x 55,5 cm",NAO INFORMADO,6,6,3,3
7899001713445,127531956,GUARDA-ROUPA CASAL 6 PORTAS 2 GAVETAS PARIS ESPRESSO MOVEIS,GUARDA ROUPA CASAL 100 MDF 3 PORTAS 6 GAVETAS COM ESPELHO CENTRAL,1599.98,1960.1,GUARDA-ROUPAS,GUARDA ROUPAS,novo horizonte,NAO INFORMADO,marrom,NAO INFORMADO,sim,SIM,mdf,MDF,não informado,NAO INFORMADO,"236,4 cm x 208,2 cm x 55,5 cm",NAO INFORMADO,6,6,3,3
7899001713445,127631369,GUARDA-ROUPA CASAL 6 PORTAS 2 GAVETAS PARIS ESPRESSO MOVEIS,GUARDA ROUPA CASAL COM ESPELHO 3 PORTAS DE CORRER 6 GAVETAS 2705CM SPAZIO GLASS ESPRESSO MOVEIS BRANCO,1599.98,1683.88,GUARDA-ROUPAS,GUARDA ROUPAS,novo horizonte,NAO INFORMADO,marrom,MARROM,sim,SIM,mdf,NAO INFORMADO,não informado,NAO INFORMADO,"236,4 cm x 208,2 cm x 55,5 cm","270,5CM",6,6,3,3
7908161530677,45315768,"GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS 4 GAVETAS 188,5CM VIENA YESCASA",RACK CLASSIC I OFF WHITE E NATURE 64X146 CM,2199.98,656.73,RACKS COM PAINEL,RACKS,gelius móveis,NAO INFORMADO,natural,BRANCO NATURAL,não informado,NAO INFORMADO,mdf/mdp,NAO INFORMADO,sim,NAO INFORMADO,250 cm x 229 cm x 35 cm,64CM X 146CM,3,NAO INFORMADO,não informado,NAO INFORMADO
7908161530677,45323543,"GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS 4 GAVETAS 188,5CM VIENA YESCASA",RACK CLASSIC I OFF WHITE E NATURE 52X180 CM,2199.98,674.64,RACKS COM PAINEL,RACKS,gelius móveis,NAO INFORMADO,natural,BRANCO NATURAL,não informado,NAO INFORMADO,mdf/mdp,NAO INFORMADO,sim,NAO INFORMADO,250 cm x 229 cm x 35 cm,52CM X 180CM,3,NAO INFORMADO,não informado,NAO INFORMADO
7908161530677,45436658,"GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS 4 GAVETAS 188,5CM VIENA YESCASA",RACK CLASSIC I OFF WHITE E NATURE 64X180 CM,2199.98,780.56,RACKS COM PAINEL,RACKS,gelius móveis,NAO INFORMADO,natural,BRANCO NATURAL,não informado,NAO INFORMADO,mdf/mdp,NAO INFORMADO,sim,NAO INFORMADO,250 cm x 229 cm x 35 cm,64CM X 180CM,3,NAO INFORMADO,não informado,NAO INFORMADO
7908161530677,45847145,"GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS 4 GAVETAS 188,5CM VIENA YESCASA",RACK CLASSIC I OFF WHITE E NATURE 52X218 CM,2199.98,725.27,RACKS COM PAINEL,RACKS,gelius móveis,NAO INFORMADO,natural,BRANCO NATURAL,não informado,NAO INFORMADO,mdf/mdp,NAO INFORMADO,sim,NAO INFORMADO,250 cm x 229 cm x 35 cm,52CM X 218CM,3,NAO INFORMADO,não informado,NAO INFORMADO
7908161530677,104195622,"GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS 4 GAVETAS 188,5CM VIENA YESCASA",RACK COM PAINEL RIPADO PARA TV ATE 75 POLEGADAS LED 3 GAVETAS COM PES 230CM NOBRE GELIUS NATURALE,2199.98,1274.35,RACKS COM PAINEL,RACKS COM PAINEIS,gelius móveis,NAO INFORMADO,natural,NATURAL,não informado,NAO INFORMADO,mdf/mdp,NAO INFORMADO,sim,SIM,250 cm x 229 cm x 35 cm,230CM,3,3,não informado,NAO INFORMADO
7908161530677,109518630,"GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS 4 GAVETAS 188,5CM VIENA YESCASA",RACK COM PAINEL RIPADO PARA TV ATE 85 LED NOBRE 275 COM RODIZIO NATURALE GELIUS,2199.98,1925.3,RACKS COM PAINEL,RACKS COM PAINEIS,gelius móveis,NAO INFORMADO,natural,NATURAL,não informado,NAO INFORMADO,mdf/mdp,NAO INFORMADO,sim,SIM,250 cm x 229 cm x 35 cm,NAO INFORMADO,3,NAO INFORMADO,não informado,NAO INFORMADO
7908161530677,111704550,"GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS 4 GAVETAS 188,5CM VIENA YESCASA",RACK COM PAINEL PARA TV ATE 85 POLEGADAS LED 3 GAVETAS COM PES NOBRE CLEAN GELIUS MOVEIS NATURALEOFF WHITE,2199.98,1547.72,RACKS COM PAINEL,RACKS COM PAINEIS,gelius móveis,NAO INFORMADO,natural,NATURAL BRANCO,não informado,NAO INFORMADO,mdf/mdp,NAO INFORMADO,sim,SIM,250 cm x 229 cm x 35 cm,NAO INFORMADO,3,3,não informado,NAO INFORMADO
7908161530677,112002079,"GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS 4 GAVETAS 188,5CM VIENA YESCASA",RACK COM PAINEL RIPADO PARA TV ATE 85 POLEGADAS LED 3 GAVETAS COM RODIZIOS 230CM NATURALE,2199.98,2413.38,RACKS COM PAINEL,RACKS COM PAINEIS,gelius móveis,NAO INFORMADO,natural,NATURAL,não informado,NAO INFORMADO,mdf/mdp,NAO INFORMADO,sim,NAO INFORMADO,250 cm x 229 cm x 35 cm,230CM,3,3,não informado,NAO INFORMADO
7908161530677,134529983,"GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS 4 GAVETAS 188,5CM VIENA YESCASA",RACK COM PAINEL RIPADO PARA TV ATE 85 POLEGADAS LED 3 GAVETAS COM RODIZIOS 230CM NATURALE 100 MDF,2199.98,2163.6,RACKS COM PAINEL,RACKS COM PAINEIS,gelius móveis,NAO INFORMADO,natural,NATURAL,não informado,NAO INFORMADO,mdf/mdp,MDF,sim,SIM,250 cm x 229 cm x 35 cm,230CM,3,3,não informado,NAO INFORMADO
7908161530677,134656410,"GUARDA-ROUPA CASAL COM ESPELHO 3 PORTAS 4 GAVETAS 188,5CM VIENA YESCASA",RACK COM PAINEL RIPADO PARA TV ATE 75 POLEGADAS LED 3 GAVETAS COM PES 230CM NOBRE GELIUS 100 MDF,2199.98,2211.18,RACKS COM PAINEL,RACKS COM PAINEIS,gelius móveis,GELIUS 100,natural,NAO INFORMADO,não informado,NAO INFORMADO,mdf/mdp,MDF,sim,SIM,250 cm x 229 cm x 35 cm,230CM,3,3,não informado,NAO INFORMADO
7908167227984,91162254,GUARDA ROUPA CASAL 3 PORTAS 1 ESPELHO 100% MDF LONDON YESCASA,GUARDA ROUPA CASAL 8 PORTAS 4 GAVETAS COM PES PARIS ESPRESSO MOVEIS,1159.98,1119.26,GUARDA-ROUPAS,GUARDA ROUPAS,espresso móveis,NAO INFORMADO,branco,MARROM,não informado,NAO INFORMADO,mdp,NAO INFORMADO,sim,SIM,237 cm x 205 cm x 47 cm,NAO INFORMADO,4,4,8,8
7908167227984,91550634,GUARDA ROUPA CASAL 3 PORTAS 1 ESPELHO 100% MDF LONDON YESCASA,GUARDA ROUPA CASAL 8 PORTAS 4 GAVETAS COM PES PARIS ESPRESSO MOVEIS IPE TEXOFF WHITE,1159.98,1053.48,GUARDA-ROUPAS,GUARDA ROUPAS,espresso móveis,NAO INFORMADO,branco,MARROM,não informado,NAO INFORMADO,mdp,NAO INFORMADO,sim,SIM,237 cm x 205 cm x 47 cm,NAO INFORMADO,4,4,8,8
7908167227984,91801996,GUARDA ROUPA CASAL 3 PORTAS 1 ESPELHO 100% MDF LONDON YESCASA,GUARDA ROUPA CASAL 8 PORTAS 4 GAVETAS COM PES PARIS ESPRESSO MOVEIS CINZA,1159.98,998.03,GUARDA-ROUPAS,GUARDA ROUPAS,espresso móveis,NAO INFORMADO,branco,CINZA,não informado,NAO INFORMADO,mdp,NAO INFORMADO,sim,SIM,237 cm x 205 cm x 47 cm,NAO INFORMADO,4,4,8,8
7908167227984,98989374,GUARDA ROUPA CASAL 3 PORTAS 1 ESPELHO 100% MDF LONDON YESCASA,GUARDA ROUPA CASAL 8 PORTAS 4 GAVETAS PARIS BRANCO,1159.98,1159.32,GUARDA-ROUPAS,GUARDA ROUPAS,espresso móveis,NAO INFORMADO,branco,BRANCO,não informado,NAO INFORMADO,mdp,NAO INFORMADO,sim,NAO INFORMADO,237 cm x 205 cm x 47 cm,NAO INFORMADO,4,4,8,8
7908167227984,103084116,GUARDA ROUPA CASAL 3 PORTAS 1 ESPELHO 100% MDF LONDON YESCASA,GUARDA ROUPA CASAL 8 PORTAS 4 GAVETAS COM PES PARIS ESPRESSO MOVEIS PRETO ESPRESSO MOVEIS,1159.98,959.76,GUARDA-ROUPAS,GUARDA ROUPAS,espresso móveis,ESPRESSO MOVEIS,branco,PRETO,não informado,NAO INFORMADO,mdp,NAO INFORMADO,sim,SIM,237 cm x 205 cm x 47 cm,NAO INFORMADO,4,4,8,8
7908167227984,103265319,GUARDA ROUPA CASAL 3 PORTAS 1 ESPELHO 100% MDF LONDON YESCASA,GUARDA ROUPA CASAL 8 PORTAS 4 GAVETAS COM PES PARIS ESPRESSO MOVEIS BRANCO ESPRESSO MOVEIS,1159.98,1059.31,GUARDA-ROUPAS,GUARDA ROUPAS,espresso móveis,NAO INFORMADO,branco,MARROM,não informado,NAO INFORMADO,mdp,NAO INFORMADO,sim,SIM,237 cm x 205 cm x 47 cm,NAO INFORMADO,4,4,8,8
7908167227984,108262870,GUARDA ROUPA CASAL 3 PORTAS 1 ESPELHO 100% MDF LONDON YESCASA,GUARDA ROUPA CASAL 8 PORTAS 4 GAVETAS MASTER VIP COM PES,1159.98,1242.39,GUARDA-ROUPAS,GUARDA ROUPAS,espresso móveis,NAO INFORMADO,branco,NAO INFORMADO,não informado,NAO INFORMADO,mdp,NAO INFORMADO,sim,SIM,237 cm x 205 cm x 47 cm,NAO INFORMADO,4,4,8,8
7908167227984,116244552,GUARDA ROUPA CASAL 3 PORTAS 1 ESPELHO 100% MDF LONDON YESCASA,GUARDA ROUPA CASAL 8 PORTAS 4 GAVETAS COM PES MONTREAL,1159.98,1383.98,GUARDA-ROUPAS,GUARDA ROUPAS,espresso móveis,NAO INFORMADO,branco,NAO INFORMADO,não informado,NAO INFORMADO,mdp,NAO INFORMADO,sim,SIM,237 cm x 205 cm x 47 cm,NAO INFORMADO,4,4,8,8
7908167227984,130415267,GUARDA ROUPA CASAL 3 PORTAS 1 ESPELHO 100% MDF LONDON YESCASA,GUARDA ROUPA CASAL PARIS 8 PORTAS 4 GAVETAS BRANCO MAXEL,1159.98,1122.03,GUARDA-ROUPAS,GUARDA ROUPAS,espresso móveis,MAXEL,branco,BRANCO,não informado,NAO INFORMADO,mdp,NAO INFORMADO,sim,NAO INFORMADO,237 cm x 205 cm x 47 cm,NAO INFORMADO,4,4,8,8
7908167227984,134267299,GUARDA ROUPA CASAL 3 PORTAS 1 ESPELHO 100% MDF LONDON YESCASA,GUARDA ROUPA CASAL PARIS II 8 PORTAS E 4 GAVETAS BRANCO,1159.98,880.01,GUARDA-ROUPAS,GUARDA ROUPAS,espresso móveis,NAO INFORMADO,branco,BRANCO,não informado,NAO INFORMADO,mdp,NAO INFORMADO,sim,NAO INFORMADO,237 cm x 205 cm x 47 cm,NAO INFORMADO,4,4,8,8
7908308742147,91801996,GUARDA ROUPA CASAL COM ESPELHO 3 PORTAS 6 GAVETAS VEGAS,GUARDA ROUPA CASAL 8 PORTAS 4 GAVETAS COM PES PARIS ESPRESSO MOVEIS CINZA,865.86,998.03,GUARDA-ROUPAS,GUARDA ROUPAS,espresso móveis,NAO INFORMADO,cinza,CINZA,não informado,NAO INFORMADO,mdp,NAO INFORMADO,não informado,SIM,237 cm x 200 cm x 47 cm,NAO INFORMADO,4,4,8,8
7908308742147,97382408,GUARDA ROUPA CASAL COM ESPELHO 3 PORTAS 6 GAVETAS VEGAS,GUARDA ROUPA CASAL 8 PORTAS 4 GAVETAS JATOBA YESCASA,865.86,652.79,GUARDA-ROUPAS,GUARDA ROUPAS,espresso móveis,NAO INFORMADO,cinza,NAO INFORMADO,não informado,NAO INFORMADO,mdp,JATOBA,não informado,NAO INFORMADO,237 cm x 200 cm x 47 cm,NAO INFORMADO,4,4,8,8
7908308742147,103084117,GUARDA ROUPA CASAL COM ESPELHO 3 PORTAS 6 GAVETAS VEGAS,GUARDA ROUPA CASAL 8 PORTAS 4 GAVETAS DEVON HENN NATUREOFF WHITE ESPRESSO MOVEIS,865.86,922.3,GUARDA-ROUPAS,GUARDA ROUPAS,espresso móveis,NAO INFORMADO,cinza,MARROM,não informado,NAO INFORMADO,mdp,NAO INFORMADO,não informado,NAO INFORMADO,237 cm x 200 cm x 47 cm,NAO INFORMADO,4,4,8,8
